Date,Rate/night
2024-09-05,298.75
2024-09-06,302.75
2024-09-07,305.25
2024-09-08,307.75
2024-09-09,
2024-09-10,
2024-09-11,
2024-09-12,
2024-09-13,
2024-09-14,317.75
2024-09-15,321.5
2024-09-16,322.75
2024-09-17,318.5
2024-09-18,
2024-09-19,
2024-09-20,
2024-09-21,
2024-09-22,311.25
2024-09-23,314.0
2024-09-24,
2024-09-25,
2024-09-26,
2024-09-27,
2024-09-28,
2024-09-29,321.25
2024-09-30,327.5
2024-10-01,332.0
2024-10-02,
